index,lidar_rgb1_x_m,lidar_rgb1_y_m,lidar_rgb1_z_m,nearest_stereo_x_m,nearest_stereo_y_m,nearest_stereo_z_m,nearest_error_m
200,-0.052800485242051,0.015252412927021263,-0.024070006122334797,-0.0436269,-0.02709843,0.40328,0.4295413557453834
201,-0.052968815424570354,0.015231196759707665,-0.023354345167744376,-0.0436269,-0.02709843,0.40328,0.42883089110059
202,-0.05329418485577106,0.015200760893182843,-0.02313001310603405,-0.0436269,-0.02709843,0.40328,0.4286119191340678
203,-0.05307998783131178,0.015201248403912723,-0.0211348559486751,-0.0436269,-0.02709843,0.40328,0.42662230791715006
204,-0.053166842575673084,0.015187411766528297,-0.0204488558167852,-0.0436269,-0.02709843,0.40328,0.425940425611438
205,-0.052879489688822334,0.015200161329627013,-0.01909811976570381,-0.0436269,-0.02709843,0.40328,0.4245916359294325
206,-0.05295689367545922,0.015187066187679475,-0.018403009989388992,-0.0436269,-0.02709843,0.40328,0.42390054598164123
207,-0.053640442806614896,0.015128258447406156,-0.01849438738283217,-0.0436269,-0.02709843,0.40328,0.42400117701362294
208,-0.05358559449768018,0.015118624662487406,-0.01691381970676025,-0.0436269,-0.02709843,0.40328,0.4224266817096559
209,-0.053616538806126046,0.015109649025703794,-0.01622592054124131,-0.0436269,-0.02709843,0.40328,0.4217422580056109
210,-0.05412592145393627,0.0150641191263875,-0.01610699088009612,-0.0436269,-0.02709843,0.40328,0.4216317802535609
211,-0.054643663546107946,0.015017719890968638,-0.015972720380816607,-0.0436269,-0.02709843,0.40328,0.42150680030977505
212,-0.05480506319117534,0.014999143531893718,-0.015480134408213591,-0.0436269,-0.02709843,0.40328,0.4210192480150841
213,-0.05898855251378587,0.014654091973813082,-0.017668938869810958,-0.0436269,-0.02709843,0.40328,0.4232933528827826
214,-0.059192853439705706,0.014631071069578443,-0.017099480697961997,-0.0436269,-0.02709843,0.40328,0.4227322532737374
215,-0.05937197345154248,0.014610396445516621,-0.01654637496270234,-0.0436269,-0.02709843,0.40328,0.4221868290884739
216,-0.060638099843775065,0.014504188197859622,-0.017013816738299298,-0.0436269,-0.02709843,0.40328,0.42269025438196334
217,-0.061928060504570795,0.014395571775191586,-0.01744524214587385,-0.0436269,-0.02709843,0.40328,0.4231623967672906
218,-0.06229312727682071,0.01435991786383814,-0.017028609033912307,-0.0436269,-0.02709843,0.40328,0.42276062905191525
219,-0.06284308460579827,0.014309564600149228,-0.016769031643835523,-0.0436269,-0.02709843,0.40328,0.4225222748596032
220,-0.0637681941725676,0.01422938527776356,-0.016828091647550367,-0.0436269,-0.02709843,0.40328,0.42261621918038766
221,-0.06373725935637561,0.014225210789971594,-0.01607464794521571,-0.0436269,-0.02709843,0.40328,0.4218653702247164
